EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,HourlyRate,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,Education_2,Education_3,Education_4,Education_5,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,EnvironmentSatisfaction_4,Gender_Male,JobInvolvement_2,JobInvolvement_3,JobInvolvement_4,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
109,0,25,1280,7,64,4,2889,26897,1,1,0,11,3,3,80,2,2,2,3,2,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
110,0,22,534,15,59,4,2871,23785,1,1,0,15,3,3,80,0,1,5,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
111,0,51,1456,1,30,1,7484,25796,3,1,0,20,4,3,80,0,23,1,2,13,12,12,8,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
112,1,34,658,7,66,3,6074,22887,1,1,1,24,4,4,80,0,9,3,3,9,7,0,6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
113,0,54,142,26,30,4,17328,13871,2,1,1,12,3,3,80,0,23,3,3,5,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
114,0,24,1127,18,52,3,2774,13257,0,1,0,12,3,3,80,1,6,2,3,5,3,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
115,0,34,1031,6,45,2,4505,15000,6,1,0,15,3,3,80,1,12,3,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
116,0,37,1189,3,87,4,7428,14506,2,1,0,12,3,1,80,0,12,3,3,5,3,1,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
117,0,34,1354,5,45,1,11631,5615,2,1,0,12,3,4,80,0,14,6,3,11,10,5,8,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
118,0,36,1467,11,92,4,9738,22952,0,1,0,14,3,3,80,1,10,6,3,9,7,2,8,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
119,0,36,922,3,39,4,2835,2561,5,1,0,22,4,1,80,1,7,2,3,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,0,43,394,26,92,4,16959,19494,1,1,1,12,3,4,80,2,25,3,4,25,12,4,12,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
121,0,30,1312,23,96,3,2613,22310,1,1,0,25,4,3,80,3,10,2,2,10,7,0,9,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122,0,33,750,22,95,2,6146,15480,0,1,0,13,3,1,80,1,8,2,4,7,7,0,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
123,1,56,441,14,72,2,4963,4510,9,1,1,18,3,1,80,3,7,2,3,5,4,4,3,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
124,0,51,684,6,51,3,19537,6462,7,1,0,13,3,3,80,0,23,5,3,20,18,15,15,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
125,1,31,249,6,76,3,6172,20739,4,1,1,18,3,2,80,0,12,3,2,7,7,7,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
126,0,26,841,6,46,2,2368,23300,1,1,0,19,3,3,80,0,5,3,2,5,4,4,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
127,1,58,147,23,94,4,10312,3465,1,1,0,12,3,4,80,1,40,3,2,40,10,15,6,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
128,1,19,528,22,50,3,1675,26820,1,1,1,19,3,4,80,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
129,0,22,594,2,100,4,2523,19299,0,1,0,14,3,3,80,1,3,2,3,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
130,0,49,470,20,96,1,6567,5549,1,1,0,14,3,3,80,0,16,2,2,15,11,5,11,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
131,0,43,957,28,72,3,4739,16090,4,1,0,12,3,4,80,0,18,2,3,3,2,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
132,0,50,809,12,77,4,9208,6645,4,1,0,11,3,4,80,0,16,3,3,2,2,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
133,1,31,542,20,71,3,4559,24788,3,1,1,11,3,3,80,1,4,2,3,2,2,2,2,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
134,0,41,802,9,96,3,8189,21196,3,1,1,13,3,3,80,1,12,2,3,9,7,0,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
135,0,26,1355,25,61,3,2942,8916,1,1,0,23,4,4,80,1,8,3,3,8,7,5,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
136,0,36,216,6,84,2,4941,2819,6,1,0,20,4,4,80,2,7,0,3,3,2,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
137,1,51,1150,8,53,4,10650,25150,2,1,0,15,3,4,80,0,18,2,3,4,2,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
138,0,39,1329,4,47,3,5902,14590,4,1,0,14,3,3,80,1,17,1,4,15,11,5,9,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
139,0,25,959,28,41,3,8639,24835,2,1,0,18,3,4,80,0,6,3,3,2,2,2,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
140,0,30,1240,9,48,4,6347,13982,0,1,1,19,3,4,80,0,12,2,1,11,9,4,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
141,1,32,1033,9,41,1,4200,10224,7,1,0,22,4,1,80,0,10,2,4,5,4,0,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
142,0,45,1316,29,83,4,3452,9752,5,1,0,13,3,2,80,0,9,2,2,6,5,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
143,0,38,364,3,32,3,4317,2302,3,1,1,20,4,2,80,0,19,2,3,3,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
144,0,30,438,18,75,3,2632,23910,1,1,0,14,3,3,80,0,5,4,2,5,4,0,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
145,0,32,689,9,35,4,4668,22812,0,1,0,17,3,4,80,3,9,2,4,8,7,0,7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
146,0,30,201,5,84,1,3204,10415,5,1,0,14,3,4,80,1,8,3,3,3,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147,0,30,1427,2,35,4,2720,11162,0,1,0,13,3,4,80,0,6,3,3,5,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
148,0,41,857,10,91,1,17181,12888,4,1,0,13,3,2,80,1,21,2,2,7,6,7,7,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
149,0,41,933,9,94,1,2238,6961,2,1,0,21,4,4,80,1,7,2,3,5,0,1,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
150,0,19,1181,3,79,2,1483,16102,1,1,0,14,3,4,80,0,1,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
151,0,40,1395,26,54,2,5605,8504,1,1,0,11,3,1,80,1,20,2,3,20,7,2,13,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
152,0,35,662,1,94,2,7295,11439,1,1,0,13,3,1,80,2,10,3,3,10,8,0,6,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
153,0,53,1436,6,34,3,2306,16047,2,1,1,20,4,4,80,1,13,3,1,7,7,4,5,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
154,0,45,194,9,60,2,2348,10901,8,1,0,18,3,3,80,1,20,2,1,17,9,0,15,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
155,0,32,967,8,43,4,8998,15589,1,1,0,14,3,4,80,0,9,2,3,9,8,3,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
156,0,29,1496,1,41,3,4319,26283,1,1,0,13,3,1,80,1,10,1,3,10,7,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
157,0,51,1169,7,34,3,6132,13983,2,1,0,17,3,3,80,0,10,2,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
158,0,58,1145,9,75,2,3346,11873,4,1,1,20,4,2,80,1,9,3,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
159,0,40,630,4,67,4,10855,8552,7,1,0,11,3,1,80,1,15,2,2,12,11,2,11,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
160,0,34,303,2,75,3,2231,11314,6,1,0,18,3,4,80,1,6,3,3,4,3,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
161,0,22,1256,19,80,4,2323,11992,1,1,0,24,4,1,80,2,2,6,3,2,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
162,0,27,691,9,57,2,2024,5970,6,1,0,18,3,4,80,1,6,1,1,2,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163,0,28,440,21,42,4,2713,6672,1,1,0,11,3,3,80,1,5,2,1,5,2,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
164,0,57,334,24,83,4,9439,23402,3,1,1,16,3,2,80,1,12,2,1,5,3,1,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
165,0,27,1450,3,79,3,2566,25326,1,1,1,15,3,4,80,1,1,2,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
166,0,50,1452,11,53,2,19926,17053,3,1,0,15,3,2,80,0,21,5,3,5,4,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
167,0,41,465,14,56,3,2451,4609,4,1,0,12,3,1,80,1,13,2,3,9,8,1,8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
168,0,30,1339,5,41,4,9419,8053,2,1,0,12,3,3,80,1,12,2,3,10,9,7,4,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
169,0,38,702,1,59,4,8686,12930,4,1,0,22,4,3,80,0,12,2,4,8,3,0,7,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
170,0,32,120,6,43,3,3038,12430,3,1,0,20,4,1,80,0,8,2,3,5,4,1,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
171,0,27,1157,17,51,2,3058,13364,0,1,1,16,3,4,80,1,6,3,2,5,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
172,1,19,602,1,100,1,2325,20989,0,1,0,21,4,1,80,0,1,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
173,0,36,1480,3,30,2,2088,15062,4,1,0,12,3,3,80,0,13,3,2,8,7,7,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
174,0,30,111,9,66,1,3072,11012,1,1,0,11,3,3,80,2,12,4,3,12,9,6,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
175,0,45,1268,4,30,1,5006,6319,4,1,1,11,3,1,80,1,9,3,4,5,4,0,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
176,0,56,713,8,67,1,4257,13939,4,1,1,18,3,3,80,1,19,3,3,2,2,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,0,33,134,2,90,4,2500,10515,0,1,0,14,3,1,80,0,4,2,4,3,1,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
178,1,19,303,2,47,4,1102,9241,1,1,0,22,4,3,80,0,1,3,2,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
179,0,46,526,1,92,1,10453,2137,1,1,0,25,4,3,80,3,24,2,3,24,13,15,7,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
180,0,38,1380,9,75,4,2288,6319,1,1,0,12,3,3,80,0,2,3,3,2,2,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
181,0,31,140,12,95,4,3929,6984,8,1,1,23,4,3,80,1,7,0,3,4,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
182,0,34,629,27,95,2,2311,5711,2,1,0,15,3,4,80,0,9,3,3,3,2,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
183,1,41,1356,20,70,2,3140,21728,1,1,1,22,4,4,80,0,4,5,2,4,3,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
184,0,50,328,1,86,3,3690,3425,2,1,0,15,3,4,80,1,5,2,2,3,2,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
185,0,53,1084,13,57,1,4450,26250,1,1,0,11,3,3,80,2,5,3,3,4,2,1,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
186,0,33,931,14,72,2,2756,4673,1,1,0,13,3,4,80,1,8,5,3,8,7,1,6,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
187,0,40,989,4,46,3,19033,6499,1,1,0,14,3,2,80,1,21,2,3,20,8,9,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
188,0,55,692,14,61,2,18722,13339,8,1,0,11,3,4,80,0,36,3,3,24,15,2,15,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
189,0,34,1069,2,45,3,9547,14074,1,1,0,17,3,3,80,0,10,2,2,10,9,1,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
190,0,51,313,3,98,2,13734,7192,3,1,0,18,3,3,80,0,21,6,3,7,7,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
191,0,52,699,1,65,3,19999,5678,0,1,0,14,3,1,80,1,34,5,3,33,18,11,9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
192,0,27,894,9,99,2,2279,11781,1,1,0,16,3,4,80,0,7,2,2,7,7,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
193,1,35,556,23,50,3,5916,15497,3,1,1,13,3,1,80,0,8,1,3,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
194,0,43,1344,7,37,4,2089,5228,4,1,0,14,3,4,80,3,7,3,4,5,4,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
195,0,45,1195,2,65,4,16792,20462,9,1,0,23,4,4,80,1,22,1,3,20,8,11,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
196,0,37,290,21,65,1,3564,22977,1,1,1,12,3,1,80,1,8,3,2,8,7,1,7,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
197,0,35,138,2,37,2,4425,15986,5,1,0,11,3,4,80,0,10,5,3,6,2,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
198,0,42,926,21,36,3,5265,16439,2,1,0,16,3,2,80,1,11,5,3,5,3,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
199,0,38,1261,2,88,3,6553,7259,9,1,0,14,3,2,80,0,14,3,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
200,0,38,1084,29,54,4,6261,4185,3,1,0,18,3,1,80,1,9,3,1,7,7,1,7,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
201,0,27,472,1,60,1,4298,9679,5,1,0,19,3,3,80,1,6,1,3,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
202,0,49,1002,18,92,4,6804,23793,1,1,1,15,3,1,80,2,7,0,3,7,7,1,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
203,0,34,878,10,43,3,3815,5972,1,1,1,17,3,4,80,1,5,4,4,5,3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
204,0,40,905,19,99,4,2741,16523,8,1,1,15,3,3,80,1,15,2,4,7,2,3,7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
205,1,38,1180,29,70,1,6673,11354,7,1,1,19,3,2,80,0,17,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
206,1,29,121,27,35,4,7639,24525,1,1,0,22,4,4,80,3,10,3,2,10,4,1,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
207,0,22,1136,5,60,2,2328,12392,1,1,1,16,3,1,80,1,4,2,2,4,2,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
208,0,36,635,18,73,4,2153,7703,1,1,0,13,3,1,80,0,8,2,3,8,1,1,7,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
209,0,40,1151,9,63,4,4876,14242,9,1,0,14,3,4,80,1,5,5,1,3,2,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
210,0,46,644,1,97,1,9396,12368,7,1,0,16,3,3,80,1,17,3,3,4,2,0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
211,1,32,1045,4,32,4,10400,25812,1,1,0,11,3,3,80,0,14,2,2,14,8,9,8,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
212,0,30,829,1,88,3,8474,20925,1,1,0,22,4,3,80,0,12,2,3,11,8,5,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
213,0,27,1242,20,90,3,9981,12916,1,1,0,14,3,4,80,0,7,2,3,7,7,0,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
214,0,51,1469,8,81,2,12490,15736,5,1,0,16,3,4,80,2,16,5,1,10,9,4,7,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
215,1,30,1005,3,88,1,2657,8556,5,1,1,11,3,3,80,0,8,5,3,5,2,0,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
216,0,41,896,6,75,4,13591,14674,3,1,1,18,3,3,80,0,16,3,3,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
217,1,30,334,26,52,1,6696,22967,5,1,0,15,3,3,80,0,9,5,2,6,3,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
218,1,29,992,1,85,3,2058,19757,0,1,0,14,3,4,80,0,7,1,2,6,2,1,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
219,0,45,1052,6,57,4,8865,16840,6,1,0,12,3,4,80,0,23,2,3,19,7,12,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
220,0,54,1147,3,52,1,5940,17011,2,1,0,14,3,4,80,1,16,4,3,6,2,0,5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
221,0,36,1396,5,62,2,5914,9945,8,1,0,16,3,4,80,0,16,3,4,13,11,3,7,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
